sentence,sentence_type
nous voulons aller du pont du Quillan jusqu'à Château-Gaillard,from_to
nous voulons aller du pont du Montpellier-Saint-Roch jusqu'à Saarbrücken /Sarrebruck,from_to
nous voulons aller du pont du Port-Boulet jusqu'à Sedan,from_to
nous voulons aller du pont du Mouscron / Moeskroen jusqu'à Thionville,from_to
nous voulons aller du pont du Savenay jusqu'à Bagnoles- Orne Egl.Mad.,from_to
nous voulons aller du pont du Saint-Sulpice (Tarn) jusqu'à Saint-Jean-de-Bassel-Eglis,from_to
nous voulons aller du pont du Virieu-le-Grand-Belley jusqu'à Bourg-en-Bresse Gare R,from_to
nous voulons aller du pont du Lutzelbourg jusqu'à Retiers,from_to
nous voulons aller du pont du Genève jusqu'à Rémilly,from_to
nous voulons aller du pont du Dinan jusqu'à Eymoutiers-Vassiviere,from_to
nous voulons aller du pont du Biganos-Facture jusqu'à Thionville,from_to
nous voulons aller du pont du Toury jusqu'à Lamballe,from_to
nous voulons aller du pont du Saverne-(Lycée-Verne) jusqu'à Tarbes,from_to
nous voulons aller du pont du Avignon-TGV jusqu'à Chinon,from_to
nous voulons aller du pont du Longuyon (Collège) jusqu'à Toulon,from_to
nous voulons aller du pont du Luneville-LP jusqu'à Gérardmer La Mauselaine,from_to
nous voulons aller du pont du Villers-les-Pots jusqu'à Bourges-Gare-Routière,from_to
nous voulons aller du pont du Paris-Est jusqu'à Ettendorf-Pl-de-L'ecol,from_to
nous voulons aller du pont du La Chaux-de-Fonds jusqu'à Saint-Eloy-les-Mines-Lycée,from_to
nous voulons aller du pont du Durtol-Nohanent jusqu'à Saint-Just-SNCF,from_to
nous voulons aller du pont du Reipertswiller-SP. jusqu'à Rouen-Rive-Droite,from_to
nous voulons aller du pont du Die jusqu'à Juvancourt,from_to
nous voulons aller du pont du Igney (Centre) jusqu'à Chinon,from_to
nous voulons aller du pont du La Douzillère jusqu'à Lisieux,from_to
nous voulons aller du pont du Nogent-le-Rotrou jusqu'à Montmédy,from_to
nous voulons aller du pont du Morteau jusqu'à Saint-Priest,from_to
nous voulons aller du pont du Mutzig-Passage-A-Niveau jusqu'à Felletin-Gare,from_to
nous voulons aller du pont du Digoin jusqu'à Champagnole-PE-Victor,from_to
nous voulons aller du pont du La Roche-sur-Foron jusqu'à Le-Mont-Dore-Gare,from_to
nous voulons aller du pont du Saint-Yrieix-la-Perche jusqu'à Nevers,from_to
nous voulons aller du pont du Audun-le-Roman jusqu'à Argenton-sur-Creuse,from_to
nous voulons aller du pont du La Ferté-sur-Chiers jusqu'à Ste-Pazanne,from_to
nous voulons aller du pont du Brest jusqu'à Romans-Bourg-de-Péage,from_to
nous voulons aller du pont du Tournai jusqu'à Saint-Martin-d'Hères,from_to
nous voulons aller du pont du Ingwiller jusqu'à Lourdes,from_to
nous voulons aller du pont du Bergerac jusqu'à Wesserling,from_to
nous voulons aller du pont du Berthelming-Mairie jusqu'à Sucé-Sur-Erdre,from_to
nous voulons aller du pont du Boulogne Ville jusqu'à Ste-Pazanne,from_to
nous voulons aller du pont du Sarrebourg (Place Math) jusqu'à Hirson,from_to
nous voulons aller du pont du Saint-Rambert-en-Bugey jusqu'à Hyères,from_to
nous voulons aller du pont du Avignon-Centre jusqu'à Agen,from_to
nous voulons aller du pont du Marle-sur-Serre jusqu'à La-Bresse (Pl Champtel),from_to
nous voulons aller du pont du Gien jusqu'à Clermont-Ferrand,from_to
nous voulons aller du pont du Vézelise Beauregard jusqu'à Sarralbe Centre,from_to
nous voulons aller du pont du Boën jusqu'à Montbazon,from_to
nous voulons aller du pont du Thann jusqu'à Albens,from_to
nous voulons aller du pont du Commentry jusqu'à Cavaillon,from_to
nous voulons aller du pont du Munster jusqu'à Mauriac,from_to
nous voulons aller du pont du Corbigny jusqu'à Ville-sous-La-Ferté,from_to
nous voulons aller du pont du Busigny jusqu'à Freiburg-Breisgau,from_to
nous voulons aller du pont du Marmande jusqu'à Vendeuvre (Aube),from_to
nous voulons aller du pont du Le Mont St Michel jusqu'à Châlons-en-Champagne,from_to
nous voulons aller du pont du Brou jusqu'à Ettendorf-Pl-de-L'ecol,from_to
nous voulons aller du pont du Verdun jusqu'à Culoz,from_to
nous voulons aller du pont du Fismes jusqu'à Chatillon-Mail,from_to
nous voulons aller du pont du Thann-Saint-Jacques jusqu'à Fismes,from_to
nous voulons aller du pont du Vichy jusqu'à Sète,from_to
nous voulons aller du pont du Le Grau-du-Roi jusqu'à Sète,from_to
nous voulons aller du pont du Saint-Gervais-Mairie jusqu'à Lutzelbourg,from_to
nous voulons aller du pont du Hirson-Ecoles jusqu'à Diemeringen,from_to
nous voulons aller du pont du Paray-le-Monial jusqu'à Montbéliard-Ville,from_to
nous voulons aller du pont du Morhange jusqu'à Die,from_to
nous voulons aller du pont du Firminy jusqu'à Alençon,from_to
nous voulons aller du pont du Saint-Just-SNCF jusqu'à Rolleville,from_to
nous voulons aller du pont du Ventimiglia-Stazione jusqu'à Givors-Ville,from_to
nous voulons aller du pont du Tende jusqu'à Vendeuvre (Aube),from_to
nous voulons aller du pont du Courtalain-Saint-Pellerin jusqu'à Salbris,from_to
nous voulons aller du pont du Vienne-Gare-Routière jusqu'à Saumur,from_to
nous voulons aller du pont du Chartres jusqu'à Sedan,from_to
nous voulons aller du pont du Versailles-Chantiers jusqu'à Brive-la-Gaillarde,from_to
nous voulons aller du pont du Lyon-Saint-Paul-Quai-Bondy jusqu'à Issoudun,from_to
nous voulons aller du pont du Capdenac jusqu'à Aix-en-Provence,from_to
nous voulons aller du pont du Dijon-Ville jusqu'à Argenton-sur-Creuse,from_to
nous voulons aller du pont du Belfort-Ville jusqu'à Clion-sur-Indre,from_to
nous voulons aller du pont du Saumur jusqu'à Saales,from_to
nous voulons aller du pont du Saint-Pierre-d'Albigny jusqu'à Ribécourt,from_to
nous voulons aller du pont du Riquewihr-Poste jusqu'à Laon-Gare-Routière-Poma,from_to
nous voulons aller du pont du Thesee jusqu'à Lyon-Gorge-de-Loup,from_to
nous voulons aller du pont du Jougne jusqu'à Pontorson-Mt-Saint-Michel,from_to
nous voulons aller du pont du Saint-Cyprien-Arènes jusqu'à Issoudun,from_to
nous voulons aller du pont du La Chaise-Dieu jusqu'à Charleroi Sud,from_to
nous voulons aller du pont du Romorantin-BA-G.R. jusqu'à Rémilly,from_to
nous voulons aller du pont du Pompadour jusqu'à Brignais,from_to
nous voulons aller du pont du Autun jusqu'à Ingwiller,from_to
nous voulons aller du pont du Givors-Ville jusqu'à Dunkerque,from_to
nous voulons aller du pont du Conflans-Jarny jusqu'à Moulins-sur-Allier,from_to
nous voulons aller du pont du Saint-Raphaël-Valescure jusqu'à Nevers,from_to
nous voulons aller du pont du Normandie jusqu'à Thann Arrêt La Poste,from_to
nous voulons aller du pont du Neufchâteau jusqu'à Hombourg (Chapelle),from_to
nous voulons aller du pont du Sisteron jusqu'à Cambrai Ville,from_to
nous voulons aller du pont du Marseille-Blancarde jusqu'à Brioude-Lycée-Lafayette,from_to
nous voulons aller du pont du Sèlestat-(Schwilgué) jusqu'à Meymac,from_to
nous voulons aller du pont du Martigny-les-B-Thiebaut jusqu'à Dossenheim-(Mairie),from_to
nous voulons aller du pont du Laroche-Migennes jusqu'à Perl Gare DB,from_to
nous voulons aller du pont du Marvejols Place Chayla jusqu'à Maubeuge,from_to
nous voulons aller du pont du Aubagne jusqu'à Saint-André-le-Gaz,from_to
nous voulons aller du pont du Cerbère jusqu'à Belfort-Ville,from_to
nous voulons aller du pont du Oissel jusqu'à Commentry,from_to
nous voulons aller du pont du Morlaix jusqu'à Les Sables-d'Olonne,from_to
nous voulons aller du pont du Creutzwald G.R. jusqu'à Strasbourg,from_to
nous voulons aller du pont du Baroncourt jusqu'à Cormery,from_to
nous voulons aller du pont du Briouze jusqu'à Juvancourt,from_to
nous voulons aller du pont du Carmaux jusqu'à Ingwiller,from_to
nous voulons aller du pont du Lugny jusqu'à Corcieux Le Conti,from_to
nous voulons aller du pont du Bruyères Chanzy Gare jusqu'à Bourges-Gare-Routière,from_to
nous voulons aller du pont du Laissac-Foirail jusqu'à Hirson,from_to
nous voulons aller du pont du Saint-Gervais-Ch-LPA. jusqu'à Biganos-Facture,from_to
nous voulons aller du pont du Mazamet jusqu'à Bening,from_to
nous voulons aller du pont du Saverne-(Pl.-Dragons) jusqu'à Forbach,from_to
nous voulons aller du pont du Moulins-sur-Allier jusqu'à Bueil,from_to
nous voulons aller du pont du Alençon jusqu'à Chamberry-Jacob,from_to
nous voulons aller du pont du Rouen-Gare-Routière jusqu'à Lugny,from_to
nous voulons aller du pont du Foix jusqu'à Béthune,from_to
nous voulons aller du pont du Joinville jusqu'à Hyères,from_to
nous voulons aller du pont du Château-Thierry jusqu'à Argenton-sur-Creuse,from_to
nous voulons aller du pont du Ste-Marie-/-Ms-Pl-.CdG jusqu'à Cambo-les-Bains,from_to
nous voulons aller du pont du Rochefort jusqu'à Alençon,from_to
nous voulons aller du pont du Rumilly jusqu'à Communay-Stade,from_to
nous voulons aller du pont du Vienne jusqu'à Laqueuille,from_to
nous voulons aller du pont du Port-Bou jusqu'à Bussang (Gare SNCF),from_to
nous voulons aller du pont du Keskastel jusqu'à Kehl,from_to
nous voulons aller du pont du Mantes-la-Jolie jusqu'à Châteauroux-Ly-B-Pascal,from_to
nous voulons aller du pont du Messac-Guipry jusqu'à Aurillac,from_to
nous voulons aller du pont du Carhaix jusqu'à Liepvre-(-R.-GUTH-),from_to
nous voulons aller du pont du Offenburg jusqu'à Mauriac,from_to
nous voulons aller du pont du Bourg-Saint-Maurice jusqu'à Sathonay-Rillieux,from_to
nous voulons aller du pont du Paris-Bercy jusqu'à Quimper,from_to
nous voulons aller du pont du Saint-Pierre-des-Corps jusqu'à La Tour-du-Pin,from_to
nous voulons aller du pont du Roeschwoog jusqu'à Morhange,from_to
nous voulons aller du pont du Langeac jusqu'à Vallorbe-Cff,from_to
nous voulons aller du pont du Bellegarde-s-V. Gare jusqu'à Neuchâtel,from_to
nous voulons aller du pont du Le Mont Dore Ski jusqu'à Montauban-Ville-Bourbon,from_to
nous voulons aller du pont du Touet-de-l'Escarène jusqu'à Bressuire,from_to
nous voulons aller du pont du Bitche-Camp jusqu'à Mont-de-Marsan,from_to
nous voulons aller du pont du Bas-Monistrol jusqu'à Dieppe,from_to
nous voulons aller du pont du Les Sables-d'Olonne jusqu'à Hombourg (Chapelle),from_to
nous voulons aller du pont du Orange jusqu'à Bonneville,from_to
nous voulons aller du pont du Amiens jusqu'à Rumilly,from_to
nous voulons aller du pont du Le Locle jusqu'à Ribeauville-Gare-Routiè,from_to
nous voulons aller du pont du Mende jusqu'à Tourcoing,from_to
nous voulons aller du pont du Bening jusqu'à Narbonne,from_to
nous voulons aller du pont du Mâcon-Loché-TGV jusqu'à Landau-Pfalz-Hbf,from_to
nous voulons aller du pont du Tonnerre jusqu'à Gap,from_to
nous voulons aller du pont du Loches-LEP jusqu'à Gramat,from_to
nous voulons aller du pont du Bueil jusqu'à Hombourg (Chapelle),from_to
nous voulons aller du pont du Poitiers-Gare-Routière jusqu'à Les Arcs-Draguignan,from_to
nous voulons aller du pont du Périgueux jusqu'à Châteaudun-LEP-Paulsen,from_to
nous voulons aller du pont du Dijon-Porte-Neuve jusqu'à Mauriac,from_to
nous voulons aller du pont du Veynes-Dévoluy jusqu'à Loudrefing,from_to
nous voulons aller du pont du Angoulême jusqu'à Ax-les-Thermes,from_to
nous voulons aller du pont du Longwy jusqu'à Paris-Est,from_to
nous voulons aller du pont du Lens jusqu'à Veynes-Dévoluy,from_to
nous voulons aller du pont du La Brohinière jusqu'à BarentonÂ Cel,from_to
nous voulons aller du pont du Massiac-Blesle jusqu'à Brioude-Lycée-Lafayette,from_to
nous voulons aller du pont du nan jusqu'à Saint-Pierre-le-Moûtier,from_to
nous voulons aller du pont du Châteauroux-Ly-B-Pascal jusqu'à Le Lioran,from_to
nous voulons aller du pont du Angers-Saint-Laud jusqu'à Frasne,from_to
nous voulons aller du pont du Tessonnières jusqu'à Manosque-Gréoux,from_to
nous voulons aller du pont du Revigny jusqu'à Ville-sous-La-Ferté,from_to
nous voulons aller du pont du Beauvais-Gare-SNCF jusqu'à Royan,from_to
nous voulons aller du pont du Saint-Gilles-Croix-de-Vie jusqu'à Conflans-Jarny,from_to
nous voulons aller du pont du Herbitzheim R. Hambach jusqu'à Corbigny,from_to
nous voulons aller du pont du Frasne jusqu'à Limoges-Bénédictins,from_to
nous voulons aller du pont du Condat-le-Lardin jusqu'à Yvetot,from_to
nous voulons aller du pont du Vauvert jusqu'à Saint-Raphaël-Valescure,from_to
nous voulons aller du pont du Carpentras jusqu'à Bar-sur-Aube,from_to
nous voulons aller du pont du Les Arcs-Draguignan jusqu'à Vesoul,from_to
nous voulons aller du pont du Latour-de-Carol-Enveitg jusqu'à Landerneau,from_to
nous voulons aller du pont du Saint-Dizier jusqu'à Luc-en-Diois,from_to
nous voulons aller du pont du Cercy-la-Tour jusqu'à Dole-Ville,from_to
nous voulons aller du pont du Seurre jusqu'à Loches,from_to
nous voulons aller du pont du Altkirch jusqu'à Saint-Malo,from_to
nous voulons aller du pont du Lyon-Perrache jusqu'à Saint-Denis-près-Martel,from_to
nous voulons aller du pont du Annecy jusqu'à Vannes,from_to
nous voulons aller du pont du Martigues jusqu'à Vallorbe-Cff,from_to
nous voulons aller du pont du Sathonay-Rillieux jusqu'à Bréauté-Beuzeville,from_to
nous voulons aller du pont du Willer-sur-Thur jusqu'à Herrlisheim (Bas-Rhin),from_to
nous voulons aller du pont du Breil-sur-Roya jusqu'à Guingamp,from_to
nous voulons aller du pont du Sain-Bel jusqu'à Châteaubriant,from_to
nous voulons aller du pont du Lure jusqu'à Hazebrouck,from_to
nous voulons aller du pont du Eymoutiers-Vassiviere jusqu'à Calais Ville,from_to
nous voulons aller du pont du Droué (Centre) jusqu'à Wingen-sur-Moder,from_to
nous voulons aller du pont du Namur jusqu'à Marvejols Place Chayla,from_to
nous voulons aller du pont du Montreux-Vieux jusqu'à Lapeyrouse(Puy-de-Dôme),from_to
nous voulons aller du pont du Bois-d'Oingt-Centre jusqu'à Vittel,from_to
nous voulons aller du pont du Les Laumes-Alésia jusqu'à Durtol-Nohanent,from_to
nous voulons aller du pont du Le Dorat jusqu'à Digoin,from_to
nous voulons aller du pont du Saint-Flour-les-Allées jusqu'à Pont-de-Beauvoisin,from_to
nous voulons aller du pont du Culoz jusqu'à Sarrebourg-Hôpital,from_to
nous voulons aller du pont du Nice-Ville jusqu'à Oissel,from_to
nous voulons aller du pont du Wambrechies jusqu'à Mommenheim,from_to
nous voulons aller du pont du Issoudun jusqu'à Herrlisheim (Bas-Rhin),from_to
nous voulons aller du pont du Saint-Martin-d'Hères jusqu'à La Souterraine,from_to
nous voulons aller du pont du Langres-Gendarmerie jusqu'à Monsempron-Libos,from_to
nous voulons aller du pont du Obermodern jusqu'à Quimperlé,from_to
nous voulons aller du pont du Connerré-Beillé jusqu'à Bourges-Gare-Routière,from_to
nous voulons aller du pont du Lamotte-Beuvron jusqu'à Châteauroux-L-Giraudoux,from_to
nous voulons aller du pont du Sedan jusqu'à Tonnerre,from_to
nous voulons aller du pont du Royan jusqu'à Nogent-le-Rotrou,from_to
nous voulons aller du pont du Chartres-Gare-Routière jusqu'à Le Mont St Michel,from_to
nous voulons aller du pont du Cherbourg jusqu'à Grandris-Centre,from_to
nous voulons aller du pont du Sarre-Union jusqu'à Avesnes,from_to
nous voulons aller du pont du Pessac jusqu'à Obernai,from_to
nous voulons aller du pont du Toulouse-Matabiau jusqu'à Chambéry-Chal.-les-Eaux,from_to
nous voulons aller du pont du Thann Arrêt La Poste jusqu'à Cercy-la-Tour,from_to
nous voulons aller du pont du Paris Gare du Nord jusqu'à Cernay (Haut-Rhin),from_to
nous voulons aller du pont du Hattmatt-S.-Polyvalente jusqu'à Blois-Chambord,from_to
nous voulons aller du pont du Luchon-Richelieu jusqu'à Vesoul,from_to
nous voulons aller du pont du Remiremont jusqu'à Ribécourt,from_to
nous voulons aller du pont du Luxembourg jusqu'à Dormans,from_to
nous voulons aller du pont du Saint-Eloy jusqu'à Saint-Pierre-le-Moûtier,from_to
nous voulons aller du pont du Poitiers jusqu'à Morhange,from_to
ils veulent aller de Saarbrücken /Sarrebruck jusqu'à Vertaizon,from_to
ils veulent aller de Haguenau-Moulin-Neuf. jusqu'à Marseille-Saint-Charles,from_to
ils veulent aller de Juvancourt jusqu'à Janzé,from_to
ils veulent aller de Pontgibaud-Ville jusqu'à Kehl,from_to
ils veulent aller de Raedersheim jusqu'à Font-Romeu-Odeillo-Via,from_to
ils veulent aller de Eguzon jusqu'à Villefranche-sur-Saône,from_to
ils veulent aller de Toulon jusqu'à Laissac-Foirail,from_to
ils veulent aller de Mussidan jusqu'à Paimpol,from_to
ils veulent aller de Moyen jusqu'à Entzheim-Aéroport,from_to
ils veulent aller de Bussang (Gare SNCF) jusqu'à Ancizes-Saint-Georges-Bour,from_to
ils veulent aller de Gramat jusqu'à Dormans,from_to
ils veulent aller de Laval jusqu'à Douai,from_to
ils veulent aller de Saint-Pierre-le-Moûtier jusqu'à Mulhouse-Gare-Centrale,from_to
ils veulent aller de Etang jusqu'à Saint-Gervais-L-B-Le-Fayet,from_to
ils veulent aller de Romans-Bourg-de-Péage jusqu'à Briançon,from_to
ils veulent aller de Metzeral jusqu'à Modane,from_to
ils veulent aller de Albert jusqu'à St Quentin,from_to
ils veulent aller de Bordeaux-Saint-Jean jusqu'à Lyon-Part-Dieu,from_to
ils veulent aller de Saint-Germain-des-Fossés jusqu'à nan,from_to
ils veulent aller de Port-de-Piles jusqu'à Neuilly-lès-Dijon,from_to
ils veulent aller de Dieppe jusqu'à Vitré,from_to
ils veulent aller de Le Valdahon jusqu'à Cerbère,from_to
ils veulent aller de Mirecourt (Lycée Agric) jusqu'à TOURS LYCEE GRANDMONT,from_to
ils veulent aller de Macau jusqu'à Le-Mont-Dore-Gare,from_to
ils veulent aller de Arvant jusqu'à Clamecy,from_to
ils veulent aller de Saint-André-le-Gaz jusqu'à Romorantin-Lycée-de-F,from_to
ils veulent aller de Argentine jusqu'à Morhange,from_to
ils veulent aller de Erstein jusqu'à Ettendorf-Pl-de-L'ecol,from_to
ils veulent aller de Valençay jusqu'à Coutances,from_to
ils veulent aller de Le Havre jusqu'à Mullheim-Baden-Bf,from_to
ils veulent aller de Neufchateau-Lp jusqu'à Arcachon,from_to
ils veulent aller de Mulhouse jusqu'à Arvant,from_to
ils veulent aller de Courtalain-Centre jusqu'à Bayel-Eglise,from_to
ils veulent aller de Limeray jusqu'à Revigny,from_to
ils veulent aller de Clisson jusqu'à Dossenheim-(Mairie),from_to
ils veulent aller de Aurillac jusqu'à Les Arcs-Draguignan,from_to
ils veulent aller de Nancy-Ville jusqu'à Saint-Etienne-Chtx GR,from_to
ils veulent aller de Saint-Pierre-de-Chandieu-R jusqu'à Saint-Flour-les-Allées,from_to
ils veulent aller de Niedermodern/Uberach jusqu'à Brou,from_to
ils veulent aller de Les Granges-Narboz jusqu'à Brioude,from_to
ils veulent aller de Bléré-la-Croix jusqu'à Evian-les-Bains,from_to
ils veulent aller de Nouzonville jusqu'à Ancenis,from_to
ils veulent aller de Monaco-Monte-Carlo jusqu'à Travers,from_to
ils veulent aller de Vallon-en-Sully jusqu'à Igney (Centre),from_to
ils veulent aller de Châteauroux Gare Rout. jusqu'à Truyes-Pl-Du-Souvenir,from_to
ils veulent aller de Dreux jusqu'à Sarlat,from_to
ils veulent aller de Argenton-sur-Creuse jusqu'à Thionville,from_to
ils veulent aller de Castres jusqu'à Hendaye,from_to
ils veulent aller de Coutras jusqu'à Charleroi Sud,from_to
ils veulent aller de Calais Fréthun jusqu'à Niort,from_to
ils veulent aller de Lyon-Saint-Paul jusqu'à Paray-le-Monial,from_to
ils veulent aller de Marseille-Saint-Charles jusqu'à Caen,from_to
ils veulent aller de Figeac jusqu'à Chamonix-Mont-Blanc,from_to
ils veulent aller de Pornic jusqu'à Lyon-Perrache-Gare-Rout,from_to
ils veulent aller de St Quentin jusqu'à Herbitzheim Mairie,from_to
ils veulent aller de Bourg-en-Bresse Gare R jusqu'à Saintes,from_to
ils veulent aller de Niederbronn jusqu'à Liverdun,from_to
ils veulent aller de Ste-Marie-/-Mines-Maire jusqu'à Auch,from_to
ils veulent aller de Vorey jusqu'à Raedersheim,from_to
ils veulent aller de Paris-Gare-de-Lyon jusqu'à Revigny,from_to
ils veulent aller de Vendôme-Villiers-s-Loir jusqu'à Port-Bou,from_to
ils veulent aller de Tourcoing jusqu'à Gap,from_to
ils veulent aller de WOERTH RHEIN jusqu'à La-Rochelle-Pt-Dauphine,from_to
ils veulent aller de Basel-SBB jusqu'à Alençon,from_to
ils veulent aller de Poligny jusqu'à Rumilly,from_to
ils veulent aller de Fénétrange (Gendarm.) jusqu'à Vire-Centre,from_to
ils veulent aller de Valence-TGV jusqu'à Saint-André-le-Gaz,from_to
ils veulent aller de Bedous jusqu'à Lyon-Part-Dieu,from_to
ils veulent aller de La-Rochelle-Pt-Dauphine jusqu'à Epierre-Saint-Léger,from_to
ils veulent aller de Truyes-Saint-Blaise jusqu'à Saint-Eloy,from_to
ils veulent aller de Ville-sous-La-Ferté jusqu'à Dreux,from_to
ils veulent aller de Bréauté-Beuzeville jusqu'à Briouze,from_to
ils veulent aller de Montmélian jusqu'à Annecy,from_to
ils veulent aller de Bourg-Achard Champ de F jusqu'à Luneville-LP,from_to
ils veulent aller de Guéret jusqu'à Cannes,from_to
ils veulent aller de Serquigny jusqu'à Fécamp,from_to
ils veulent aller de Le Mans jusqu'à Ventimiglia-Stazione,from_to
ils veulent aller de Prissé-la-Charrière jusqu'à Lunéville,from_to
ils veulent aller de Chatillon-Mail jusqu'à Baroncourt,from_to
ils veulent aller de Decize jusqu'à Serquigny,from_to
ils veulent aller de Molsheim jusqu'à Normandie,from_to
ils veulent aller de Sérézin jusqu'à Le-Breuil-sur-Couze-Lyc,from_to
ils veulent aller de Aix-les-Bains-le-Revard jusqu'à Elbeuf-Saint-Aubin,from_to
ils veulent aller de Le Puy-en-Velay jusqu'à Gien,from_to
ils veulent aller de Pfaffenhoffen-(Mairie). jusqu'à Liverdun,from_to
ils veulent aller de Bayel-Eglise jusqu'à Lunel,from_to
ils veulent aller de Granville jusqu'à Bergerac,from_to
ils veulent aller de Luçay-le-Male jusqu'à Durtol-Nohanent,from_to
ils veulent aller de Lisieux jusqu'à Marseille-Saint-Charles,from_to
ils veulent aller de Annonay-Gare-Route jusqu'à Le-Mont-Dore-Gare,from_to
ils veulent aller de Vallorbe-Cff jusqu'à Massiac-Blesle,from_to
ils veulent aller de Oloron-Ste-Marie jusqu'à Mouscron / Moeskroen,from_to
ils veulent aller de Meroux jusqu'à Lozanne,from_to
ils veulent aller de Neuchâtel jusqu'à Herbitzheim Mairie,from_to
ils veulent aller de Saint-Léonard Centre jusqu'à Surdon,from_to
ils veulent aller de Chambéry-Chal.-les-Eaux jusqu'à Truyes-Pl-Du-Souvenir,from_to
ils veulent aller de Kehl jusqu'à Châteaudun,from_to
ils veulent aller de Egletons jusqu'à Charmes (Vosges),from_to
ils veulent aller de Saint-Junien jusqu'à Seurre,from_to
ils veulent aller de La Verrière jusqu'à Thouars,from_to
ils veulent aller de L'Isle-Jourdain (Gers) jusqu'à Saumur,from_to
ils veulent aller de Sablé-sur-Sarthe jusqu'à Saint-Aignan-Lep,from_to
ils veulent aller de Coutances jusqu'à Bitche,from_to
ils veulent aller de Romorantin-Lycée-de-F jusqu'à Loches-Lycee-Saint-Denis,from_to
ils veulent aller de Voves jusqu'à Mullheim-Baden-Bf,from_to
ils veulent aller de Routot-Place-de-mairie jusqu'à Pompadour,from_to
ils veulent aller de Pierrelatte jusqu'à Saint-Germain-des-Fossés,from_to
ils veulent aller de Grenoble U.-Gières jusqu'à Sarre-Union,from_to
ils veulent aller de Argentan jusqu'à La Souterraine,from_to
ils veulent aller de Moûtiers-Salins-Brides jusqu'à Beslé,from_to
ils veulent aller de St Omer jusqu'à Villers-les-Pots,from_to
ils veulent aller de Saintes jusqu'à Montélimar-G-Routière,from_to
ils veulent aller de Lille Flandres jusqu'à Bueil,from_to
ils veulent aller de Crépy-en-Valois jusqu'à Vitré,from_to
ils veulent aller de Montélimar-G-Routière jusqu'à Rue,from_to
ils veulent aller de Strasbourg jusqu'à Paris-Austerlitz,from_to
ils veulent aller de Auxonne jusqu'à Flers,from_to
ils veulent aller de Vertaizon jusqu'à Decize,from_to
ils veulent aller de Dossenheim-(Mairie) jusqu'à Bourges,from_to
ils veulent aller de Franois jusqu'à Serquigny,from_to
ils veulent aller de Le Croisic jusqu'à Reignac-Bourg-Du-Fau,from_to
ils veulent aller de Ste-Pazanne jusqu'à Dourdan,from_to
ils veulent aller de Compiègne jusqu'à Saint-Raphaël-Valescure,from_to
ils veulent aller de Longuyon jusqu'à Laveline-d-Bruy. Mairie,from_to
ils veulent aller de Roanne jusqu'à Boulogne Ville,from_to
ils veulent aller de Herbitzheim Mairie jusqu'à Diemeringen,from_to
ils veulent aller de Montreuil-sur-Ille jusqu'à Brignais,from_to
ils veulent aller de Bouxwiller-Schattenmann jusqu'à Aurillac,from_to
ils veulent aller de Reims jusqu'à Morcenx,from_to
ils veulent aller de Salbris jusqu'à Le Puy-en-Velay,from_to
ils veulent aller de Bricon(la Poste) jusqu'à Besançon-Franche-Comté,from_to
ils veulent aller de Bitche-Quartier-Driant jusqu'à Givet,from_to
ils veulent aller de Lyon-Part-Dieu-Gare-Rou jusqu'à St Omer,from_to
ils veulent aller de Krimmeri-Meinau jusqu'à Courtalain-Centre,from_to
ils veulent aller de Dives-Cabourg jusqu'à Hattmatt-S.-Polyvalente,from_to
ils veulent aller de Annemasse jusqu'à Mussidan,from_to
ils veulent aller de Entzheim-Aéroport jusqu'à Tende,from_to
ils veulent aller de Châteauroux-L-Giraudoux jusqu'à Lutzelbourg,from_to
ils veulent aller de Courtrai/Kortrijk jusqu'à Kédange (Eglise),from_to
ils veulent aller de Le Buisson jusqu'à Laqueuille,from_to
ils veulent aller de Charmes (Vosges) jusqu'à Plouaret-Trégor,from_to
ils veulent aller de Toul jusqu'à Guéret,from_to
ils veulent aller de Clion-sur-Indre jusqu'à Carnoules,from_to
ils veulent aller de Urcay-Hotel-du-Lyon-d'O jusqu'à Le-Breuil-sur-Couze-Lyc,from_to
ils veulent aller de L'Arbresle jusqu'à Coppet,from_to
ils veulent aller de Chauffailles-Gambetta jusqu'à Saint-Dizier,from_to
ils veulent aller de Nevers-Le-Banlay jusqu'à Luchon-Richelieu,from_to
ils veulent aller de Châteaudun-LEP-Paulsen jusqu'à Coutras,from_to
ils veulent aller de Châlons-en-Champagne jusqu'à Grenoble U.-Gières,from_to
ils veulent aller de Objat jusqu'à Sarrebourg-Abri-Phalsbo,from_to
ils veulent aller de Mouchard jusqu'à La-Rochelle-Pt-Dauphine,from_to
ils veulent aller de Pontorson-Mt-Saint-Michel jusqu'à Herbitzheim R. Hambach,from_to
ils veulent aller de Brioude-Lycée-Lafayette jusqu'à Saint-Pierre-le-Moûtier,from_to
ils veulent aller de Hirson jusqu'à Saint-Louis-57-Incliné,from_to
ils veulent aller de Modane jusqu'à Lauterbourg,from_to
ils veulent aller de Pontarlier jusqu'à Les Granges-Narboz,from_to
ils veulent aller de Montauban-de-Bretagne jusqu'à Besançon-Franche-Comté,from_to
ils veulent aller de Travers jusqu'à Bressuire,from_to
ils veulent aller de Saint-Malo jusqu'à Messac-Guipry,from_to
ils veulent aller de Cholet jusqu'à Noirétable,from_to
ils veulent aller de Cavaillon jusqu'à Courtrai/Kortrijk,from_to
ils veulent aller de Felletin-Gare jusqu'à Bouzonville,from_to
